variant_label,replicate_index,rag_on,report_path,trend_keyword_total_count,question_relevance_1_5,trend_relevance_1_5,direction_1_5,correlation_analysis_present,gi_hallucination,clinical_safety_1_5,internal_coherence_1_5,formatting_hygiene_1_5,replicate_duration_s,gi_details,raw_gi_grader_response
rag_ab_fixed_llm,10,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_194750.html,8,4,5,5,True,False,5,5,3,24.111,"The insights reflect journal facts about energy and depression without adding unsupported dates or quotes, so no hallucination is present.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights reflect journal facts about energy and depression without adding unsupported dates or quotes, so no hallucination is present.""
}"
rag_ab_fixed_llm,11,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_194814.html,8,5,5,5,False,True,5,4,2,28.737,"The report states there were eight depression mentions in 2025, but the provided journal excerpt contains no explicit reference to depression, indicating the count may be inaccurate.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The report states there were eight depression mentions in 2025, but the provided journal excerpt contains no explicit reference to depression, indicating the count may be inaccurate.""
}"
rag_ab_fixed_llm,12,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_194843.html,8,5,5,5,False,True,5,5,2,19.357,"The report states there are 147 entries for the entire year, but the provided excerpt only shows a subset; this numeric claim isn’t supported by the text, making it a likely hallucination.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report states there are 147 entries for the entire year, but the provided excerpt only shows a subset; this numeric claim isn’t supported by the text, making it a likely hallucination.""
}"
rag_ab_fixed_llm,13,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_194902.html,8,5,5,5,True,False,5,5,4,23.844,No unsupported facts; all claims align with journal content.,"{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""No unsupported facts; all claims align with journal content.""
}"
rag_ab_fixed_llm,14,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_194926.html,8,4,5,5,False,False,5,5,4,20.641,"The summary faithfully describes energy patterns and depression mentions without attributing unsupported facts or dates. All claims align with the provided excerpts, and no contradictions or extra information appear. Thus, no hallucination is present.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The summary faithfully describes energy patterns and depression mentions without attributing unsupported facts or dates. All claims align with the provided excerpts, and no contradictions or extra information appear. Thus, no hallucination is present.""
}"
rag_ab_fixed_llm,15,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_194947.html,8,4,5,4,False,False,5,5,5,15.614,"The answer directly addresses the user’s query, referencing energy trends, with no unsupported claims. It correctly reports the depression trend, matching the source. Formatting uses bullet lists and consistent headings. No hallucinations or clinical warnings present. Coherence is maintained across summary, theme, and trend sections.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 5,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The answer directly addresses the user’s query, referencing energy trends, with no unsupported claims. It correctly reports the depression trend, matching the source. Formatting uses bullet lists and consistent headings. No hallucinations or clinical warnings present. Coherence is maintained across summary, theme, and trend sections.""
}"
rag_ab_fixed_llm,16,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195002.html,8,4,4,4,False,False,5,4,4,15.126,"The General Insights present facts, such as the wired‑exhaustion cycle and the nine mentions of depression, that are supported by the journal entries. No unsupported dates, quotes, or contradictory statements are introduced.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights present facts, such as the wired‑exhaustion cycle and the nine mentions of depression, that are supported by the journal entries. No unsupported dates, quotes, or contradictory statements are introduced.""
}"
rag_ab_fixed_llm,17,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195018.html,8,4,5,4,False,False,5,4,3,16.248,"The insights reference 147 entries and 2025 dates, which align with the provided journal excerpts. No unsupported facts or contradictions are present. The summary, trends, and suggested next steps are all grounded in the content.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The insights reference 147 entries and 2025 dates, which align with the provided journal excerpts. No unsupported facts or contradictions are present. The summary, trends, and suggested next steps are all grounded in the content.""
}"
rag_ab_fixed_llm,18,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195034.html,8,4,4,5,False,True,5,4,4,19.474,"The GI states that eight references to depression were recorded in 2025, but the provided excerpt contains no instance of the word ‘depression’. This claim cannot be verified from the text and appears to be an unsupported inference, thus constituting a hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The GI states that eight references to depression were recorded in 2025, but the provided excerpt contains no instance of the word ‘depression’. This claim cannot be verified from the text and appears to be an unsupported inference, thus constituting a hallucination.""
}"
rag_ab_fixed_llm,19,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195053.html,8,3,5,5,False,False,5,5,3,17.698,"The report notes only eight depression mentions across 147 entries, concludes low depression frequency, and suggests energy is likely stable, but it does not provide direct daily energy data, aligning with the journal’s sparse explicit references to energy. No unsupported facts found.","{""question_relevance_1_5"":3,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The report notes only eight depression mentions across 147 entries, concludes low depression frequency, and suggests energy is likely stable, but it does not provide direct daily energy data, aligning with the journal’s sparse explicit references to energy. No unsupported facts found.""}"
rag_ab_fixed_llm,20,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195111.html,8,4,4,3,False,False,5,4,4,16.629,"The insights closely match the user’s inquiry, noting fluctuating energy linked to sleep and structured rest. Depression is flagged as a recurring, though not severe, theme, and recommendations prioritize nap timing, hydration, and finer break scheduling. The narrative remains consistent, supportive, and free of hallucinated facts.","{  
  ""question_relevance_1_5"": 4,  
  ""trend_relevance_1_5"": 4,  
  ""direction_1_5"": 3,  
  ""gi_hallucination"": false,  
  ""formatting_hygiene_1_5"": 4,  
  ""clinical_safety_1_5"": 5,  
  ""internal_coherence_1_5"": 4,  
  ""gi_details"": ""The insights closely match the user’s inquiry, noting fluctuating energy linked to sleep and structured rest. Depression is flagged as a recurring, though not severe, theme, and recommendations prioritize nap timing, hydration, and finer break scheduling. The narrative remains consistent, supportive, and free of hallucinated facts.""  
}"
rag_ab_fixed_llm,21,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195128.html,8,5,4,3,False,False,5,4,3,15.544,"The General Insights section accurately reflects the content of the journal excerpt, referencing specific routines, moods, and the 8 mentions of ""depression"". It does not invent events or misquote dates, and all factual statements (e.g., nap duration, early alarms) are supported by entries. Therefore, no hallucination is present.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights section accurately reflects the content of the journal excerpt, referencing specific routines, moods, and the 8 mentions of \""depression\"". It does not invent events or misquote dates, and all factual statements (e.g., nap duration, early alarms) are supported by entries. Therefore, no hallucination is present.""
}"
rag_ab_fixed_llm,22,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195143.html,8,5,5,5,False,False,5,5,4,19.224,"The General Insights accurately reflects content: it summarizes the wired‑tired fatigue, cites sleep issues, lists recovery strategies, and reports depression mentions without adding unsupported facts. Its bullet lists are clear, and tone is supportive. No hallucinated dates or events are present.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights accurately reflects content: it summarizes the wired‑tired fatigue, cites sleep issues, lists recovery strategies, and reports depression mentions without adding unsupported facts. Its bullet lists are clear, and tone is supportive. No hallucinated dates or events are present.""
}"
rag_ab_fixed_llm,23,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195202.html,8,5,5,5,False,False,5,5,3,15.38,No hallucinations detected.,"{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""No hallucinations detected.""
}"
rag_ab_fixed_llm,24,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195218.html,8,4,5,5,False,False,5,5,5,19.293,"The General Insights fully reflect content in the provided journal excerpt. No extraneous facts, dates, or events are introduced beyond what appears in the entries, and statements about energy, trend, and patterns align with journal content.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 5,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights fully reflect content in the provided journal excerpt. No extraneous facts, dates, or events are introduced beyond what appears in the entries, and statements about energy, trend, and patterns align with journal content.""
}"
rag_ab_fixed_llm,25,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195237.html,8,5,5,5,False,False,5,4,4,16.756,"The General Insights concisely summarises the energy pattern and depression trend. All statements directly reference appearance in the journal entries, such as recorded early‑morning surges and counts of depression mentions. No unsupported dates or facts appear, so no hallucination is detected.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights concisely summarises the energy pattern and depression trend. All statements directly reference appearance in the journal entries, such as recorded early‑morning surges and counts of depression mentions. No unsupported dates or facts appear, so no hallucination is detected.""
}"
rag_ab_fixed_llm,26,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195254.html,8,4,5,5,False,True,5,4,4,19.808,"The General Insights claims depression was mentioned eight times during 2025, yet the provided excerpt contains no explicit mention of the word ""depression"". Since the analysis references a numeric count that cannot be verified from the excerpt, this constitutes a hallucinated fact.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights claims depression was mentioned eight times during 2025, yet the provided excerpt contains no explicit mention of the word \""depression\"". Since the analysis references a numeric count that cannot be verified from the excerpt, this constitutes a hallucinated fact.""
}"
rag_ab_fixed_llm,27,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195314.html,8,5,5,5,False,True,5,5,3,16.414,"The General Insights incorrectly claim the participant logged 147 journal entries in 2025, but the provided excerpt contains only 15 entries covering April–May. Therefore this figure is not supported by the excerpt and constitutes a hallucinated fact.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights incorrectly claim the participant logged 147 journal entries in 2025, but the provided excerpt contains only 15 entries covering April–May. Therefore this figure is not supported by the excerpt and constitutes a hallucinated fact.""
}"
rag_ab_fixed_llm,28,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195330.html,8,4,5,5,False,False,5,5,3,20.412,"The report is consistent with the journal content, focusing on sleep, anxiety, and routine, with no invented facts.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report is consistent with the journal content, focusing on sleep, anxiety, and routine, with no invented facts.""
}"
rag_ab_fixed_llm,29,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195350.html,8,4,5,5,False,False,5,5,3,15.214,"The General Insights text aligns with the journal, offering no unsupported claims and accurately reflecting reported energy patterns and depression mentions.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights text aligns with the journal, offering no unsupported claims and accurately reflecting reported energy patterns and depression mentions.""
}"
rag_ab_fixed_llm,30,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195406.html,8,5,2,3,False,False,5,5,3,18.297,"No hallucinations detected. The GI is aligned with the journal excerpt, with no unsupported facts or statements.","{""question_relevance_1_5"":5,""trend_relevance_1_5"":2,""direction_1_5"":3,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""No hallucinations detected. The GI is aligned with the journal excerpt, with no unsupported facts or statements.""}"
rag_ab_fixed_llm,31,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195424.html,8,4,4,4,False,False,5,5,2,20.73,"The report references an energy trend question, noting a steady decline in energy described as wired yet tired, echoing journal entries that mention fatigue, fragmented sleep, and anxiety. It reports increased grounding and hydration habits linked to better focus, offering a balanced tone without diagnosing or prescribing. The content aligns with the entries, summarizing patterns and suggesting routine strategies.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":4,""direction_1_5"":4,""gi_hallucination"":false,""formatting_hygiene_1_5"":2,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The report references an energy trend question, noting a steady decline in energy described as wired yet tired, echoing journal entries that mention fatigue, fragmented sleep, and anxiety. It reports increased grounding and hydration habits linked to better focus, offering a balanced tone without diagnosing or prescribing. The content aligns with the entries, summarizing patterns and suggesting routine strategies.""}"
rag_ab_fixed_llm,32,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195445.html,8,5,5,5,False,False,5,5,3,19.549,"The General Insights text accurately reflects the journal excerpt, providing correct details about depression mentions and noting the lack of energy data. There are no unsupported claims or contradictions, so the hallucination flag is correctly set to false.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights text accurately reflects the journal excerpt, providing correct details about depression mentions and noting the lack of energy data. There are no unsupported claims or contradictions, so the hallucination flag is correctly set to false.""
}"
rag_ab_fixed_llm,33,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195504.html,8,4,4,4,False,False,5,5,3,16.142,"The General Insights accurately reflect the journal entries—wired‑tired patterns, naps, grounding practices, and depression mentions. No invented events or false dates are present, and the statements align with the source text.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights accurately reflect the journal entries—wired‑tired patterns, naps, grounding practices, and depression mentions. No invented events or false dates are present, and the statements align with the source text.""
}"
rag_ab_fixed_llm,34,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195520.html,8,5,4,5,False,False,5,5,4,20.111,"The summary reports eight depression entries, which matches the journal’s sparse mentions. However, the report does not explicitly tie energy logs to depression, reflecting the absence of such data. This is consistent with the excerpt, where energy levels are not recorded, so the analysis rightly states it cannot pinpoint exact months.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The summary reports eight depression entries, which matches the journal’s sparse mentions. However, the report does not explicitly tie energy logs to depression, reflecting the absence of such data. This is consistent with the excerpt, where energy levels are not recorded, so the analysis rightly states it cannot pinpoint exact months.""
}"
rag_ab_fixed_llm,35,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195540.html,8,4,5,5,True,True,5,4,3,25.694,"GI text talks about monthly energy patterns (Jan/Feb, Mar‑May, June, Jul‑Sep, Dec) and mentions a December decline, none of which appear in the provided excerpts. This creates unsubstantiated claims about specific dates and energy levels outside the sampled entries, indicating a hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""GI text talks about monthly energy patterns (Jan/Feb, Mar‑May, June, Jul‑Sep, Dec) and mentions a December decline, none of which appear in the provided excerpts. This creates unsubstantiated claims about specific dates and energy levels outside the sampled entries, indicating a hallucination.""
}"
rag_ab_fixed_llm,36,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195606.html,8,4,5,5,False,False,5,5,3,19.809,"The insights accurately reflect the journal's focus on energy habits, napping, and grounding; no invented dates or statistics are introduced. The depression trend count aligns with the extracted 8 mentions, maintaining consistency with the raw data.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The insights accurately reflect the journal's focus on energy habits, napping, and grounding; no invented dates or statistics are introduced. The depression trend count aligns with the extracted 8 mentions, maintaining consistency with the raw data.""}"
