variant_label,replicate_index,k10_total,frequency_rubric_mean,evidence_relevance_mean,hallucination,details,report_path,raw_grader_response
LLM_a_nemotron,10,40,2.6,1.3,FALSE,"The summary correctly notes high fatigue, nervousness, and restlessness, but it offers little evidence for most items and provides scant evidence for several others, limiting the reliability of the inferred scores.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131114.html,"{
  ""frequency_rubric_per_item"": [3, 4, 2, 1, 4, 3, 2, 1, 3, 3],
  ""frequency_rubric_mean"": 2.60,
  ""evidence_relevance_per_item"": [4, 1, 1, 1, 1, 1, 1, 1, 1, 1],
  ""evidence_relevance_mean"": 1.30,
  ""hallucination"": false,
  ""details"": ""The summary correctly notes high fatigue, nervousness, and restlessness, but it offers little evidence for most items and provides scant evidence for several others, limiting the reliability of the inferred scores.""
}"
LLM_a_nemotron,11,41,2,1.4,TRUE,"Report misattributes symptoms and evidence; most K‑10 items lack relevant justification, yielding questionable frequency judgments.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131138.html,"{
  ""frequency_rubric_per_item"": [2,4,1,1,2,1,1,1,4,3],
  ""frequency_rubric_mean"": 2.00,
  ""evidence_relevance_per_item"": [1,4,1,1,1,1,1,1,2,1],
  ""evidence_relevance_mean"": 1.40,
  ""hallucination"": true,
  ""details"": ""Report misattributes symptoms and evidence; most K‑10 items lack relevant justification, yielding questionable frequency judgments.""
}"
LLM_a_nemotron,12,37,3.7,2.8,TRUE,"The report assigns high frequency scores for many symptoms but bases evidence on vague or unrelated statements, resulting in low evidence relevance for half the items. Several rationales mention topics not present in the diary, suggesting misinformation about the content. While anxiety and effort emerge as frequent themes, the evidence‑relevance scores reveal inconsistencies and a mismatch between recorded entries and the evaluated items.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131214.html,"{""frequency_rubric_per_item"":[3,5,5,3,4,3,3,5,3,3],""frequency_rubric_mean"":3.80,""evidence_relevance_per_item"":[1,1,4,4,4,1,4,4,1,4],""evidence_relevance_mean"":2.80,""hallucination"":true,""details"":""The report assigns high frequency scores for many symptoms but bases evidence on vague or unrelated statements, resulting in low evidence relevance for half the items. Several rationales mention topics not present in the diary, suggesting misinformation about the content. While anxiety and effort emerge as frequent themes, the evidence‑relevance scores reveal inconsistencies and a mismatch between recorded entries and the evaluated items.""}"
LLM_a_nemotron,13,46,4.1,3.6,FALSE,"The report correctly highlights pervasive anxiety and depressive moods across the journal, though it underestimates fatigue. Evidence citations are generic, lacking explicit excerpts, which limits contextual validation. No hallucinated facts were detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131239.html,"{
  ""frequency_rubric_per_item"": [3,5,4,3,4,5,4,3,5,5],
  ""frequency_rubric_mean"": 4.10,
  ""evidence_relevance_per_item"": [2,4,4,3,4,4,4,3,4,4],
  ""evidence_relevance_mean"": 3.60,
  ""hallucination"": false,
  ""details"": ""The report correctly highlights pervasive anxiety and depressive moods across the journal, though it underestimates fatigue. Evidence citations are generic, lacking explicit excerpts, which limits contextual validation. No hallucinated facts were detected.""
}"
LLM_a_nemotron,14,40,3.2,2.7,FALSE,"The report uses some accurate evidence for tiredness and nervousness but mislabels several items; evidence for hopelessness and sadness is largely irrelevant. Restlessness and worthlessness show weaker support. Analysis tends to overemphasize generic phrases and conflates signals, resulting in inconsistent item scoring. Strength: identifies frequent anxiety and fatigue themes, though alignment with stems requires correction.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131315.html,"{""frequency_rubric_per_item"":[3,4,3,1,3,3,4,3,4,4],""frequency_rubric_mean"":3.2,""evidence_relevance_per_item"":[5,5,1,1,1,1,2,5,1,5],""evidence_relevance_mean"":2.7,""hallucination"":false,""details"":""The report uses some accurate evidence for tiredness and nervousness but mislabels several items; evidence for hopelessness and sadness is largely irrelevant. Restlessness and worthlessness show weaker support. Analysis tends to overemphasize generic phrases and conflates signals, resulting in inconsistent item scoring. Strength: identifies frequent anxiety and fatigue themes, though alignment with stems requires correction.""}"
LLM_a_nemotron,15,49,3.4,4.6,FALSE,"The diary shows pervasive fatigue, anxiety, and low mood, with frequent restlessness. While some days feel sharp but others coalesce into a pattern of constant effort and hopelessness. Grounding moments and small rituals appear as coping anchors, yet the overall distress remains very high across symptom domains.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131352.html,"{""frequency_rubric_per_item"":[5,4,3,4,4,3,4,2,2,3],""frequency_rubric_mean"":3.4,""evidence_relevance_per_item"":[5,5,4,5,4,5,4,4,5,5],""evidence_relevance_mean"":4.6,""hallucination"":false,""details"":""The diary shows pervasive fatigue, anxiety, and low mood, with frequent restlessness. While some days feel sharp but others coalesce into a pattern of constant effort and hopelessness. Grounding moments and small rituals appear as coping anchors, yet the overall distress remains very high across symptom domains.""}"
LLM_a_nemotron,16,47,2.8,2.7,TRUE,"The journal shows frequent fatigue, nervousness and restlessness, with some low‑mood moments. Many entries reference tiredness and anxiety, supporting higher scores, but hopelessness appears absent. Evidence generally matches each symptom, though some item associations are misplaced, and the total score of 47 may be exaggerated. Overall, the review provides a clearer, more grounded symptom profile.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131420.html,"{
  ""frequency_rubric_per_item"": [4, 4, 4, 1, 2, 3, 2, 2, 3, 3],
  ""frequency_rubric_mean"": 2.80,
  ""evidence_relevance_per_item"": [4, 4, 3, 1, 2, 3, 2, 2, 3, 3],
  ""evidence_relevance_mean"": 2.70,
  ""hallucination"": true,
  ""details"": ""The journal shows frequent fatigue, nervousness and restlessness, with some low‑mood moments. Many entries reference tiredness and anxiety, supporting higher scores, but hopelessness appears absent. Evidence generally matches each symptom, though some item associations are misplaced, and the total score of 47 may be exaggerated. Overall, the review provides a clearer, more grounded symptom profile.""
}"
LLM_a_nemotron,17,41,3.4,2.9,TRUE,"The journal displays recurring anxiety and low mood, with frequent self‑doubt and effortful days, but also evidence of grounding practices and supportive social rituals. The K10 scoring appears inconsistent with the diary content, especially for hopelessness and worthlessness. The report’s evidence matches some symptoms but often misattributes or omits key passages.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131449.html,"{
  ""frequency_rubric_per_item"": [3,4,4,2,3,4,4,3,4,3],
  ""frequency_rubric_mean"": 3.4,
  ""evidence_relevance_per_item"": [2,5,5,1,2,2,3,2,5,2],
  ""evidence_relevance_mean"": 2.9,
  ""hallucination"": true,
  ""details"": ""The journal displays recurring anxiety and low mood, with frequent self‑doubt and effortful days, but also evidence of grounding practices and supportive social rituals. The K10 scoring appears inconsistent with the diary content, especially for hopelessness and worthlessness. The report’s evidence matches some symptoms but often misattributes or omits key passages.""
}"
LLM_a_nemotron,18,43,2.8,1.6,TRUE,"Report lacks evidence for most items, shows probable over‑estimation; frequent anxiety noted but missing support per item; indicates hallucination. Strength: identifies restlessness & nervousness presence.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131524.html,"{""frequency_rubric_per_item"":[3,4,3,1,3,4,2,1,4,3],""frequency_rubric_mean"":2.80,""evidence_relevance_per_item"":[4,4,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.50,""hallucination"":true,""details"":""Report lacks evidence for most items, shows probable over‑estimation; frequent anxiety noted but missing support per item; indicates hallucination. Strength: identifies restlessness & nervousness presence.""}"
LLM_a_nemotron,19,33,3,2.5,TRUE,"Frequency scores correctly reflect theme recurrence, but evidence relevance is uneven; several items are supported by poor or off‑topic excerpts. Hallucinations in the report’s evidence sections warrant a truth flag.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131558.html,"{
  ""frequency_rubric_per_item"": [4,4,2,2,4,1,4,2,3,4],
  ""frequency_rubric_mean"": 3.0,
  ""evidence_relevance_per_item"": [1,5,1,3,1,4,1,5,3,1],
  ""evidence_relevance_mean"": 2.5,
  ""hallucination"": true,
  ""details"": ""Frequency scores correctly reflect theme recurrence, but evidence relevance is uneven; several items are supported by poor or off‑topic excerpts. Hallucinations in the report’s evidence sections warrant a truth flag.""
}"
LLM_a_nemotron,20,47,3.4,5,FALSE,"The report portrays a pattern of pervasive nervousness, fatigue, and restlessness, with repeated themes across a third of entries. Depression and hopelessness surface regularly, though sadness is slightly less frequent. Strengths include active engagement in grounding, gratitude, and social activities. Recognition of hypervigilance and physical symptoms suggests a need for targeted coping strategies.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131624.html,"{
  ""frequency_rubric_per_item"": [5,5,4,3,4,3,3,3,2,2],
  ""frequency_rubric_mean"": 3.40,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 5.00,
  ""hallucination"": false,
  ""details"": ""The report portrays a pattern of pervasive nervousness, fatigue, and restlessness, with repeated themes across a third of entries. Depression and hopelessness surface regularly, though sadness is slightly less frequent. Strengths include active engagement in grounding, gratitude, and social activities. Recognition of hypervigilance and physical symptoms suggests a need for targeted coping strategies.""
}"
LLM_a_nemotron,21,40,3.8,3.8,TRUE,"Evidence for most items is well-matched, but the report’s frequency claims overestimate several themes and misses lower‑frequency symptoms; this inconsistency indicates hallucination in the overall summary.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131656.html,"{
  ""frequency_rubric_per_item"": [3,5,5,4,5,2,2,3,5,4],
  ""frequency_rubric_mean"": 3.80,
  ""evidence_relevance_per_item"": [1,5,5,5,5,1,1,5,5,5],
  ""evidence_relevance_mean"": 3.80,
  ""hallucination"": true,
  ""details"": ""Evidence for most items is well-matched, but the report’s frequency claims overestimate several themes and misses lower‑frequency symptoms; this inconsistency indicates hallucination in the overall summary.""
}"
LLM_a_nemotron,22,41,2.9,1.3,TRUE,"The report misattributes evidence and overstates symptoms. It computationally shows high distress but evidence is largely irrelevant or fabricated; the K10 score appears inflated. Frequency of anxiety is high but examples are irrelevant or missing. Strengths include a broad overview and noting coping attempts. Issues: hallucinations, weak evidence relevance, and questionable symptom mapping.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131739.html,"{
  ""frequency_rubric_per_item"": [2,4,3,2,4,3,3,2,3,3],
  ""frequency_rubric_mean"": 2.90,
  ""evidence_relevance_per_item"": [1,3,1,1,1,1,1,1,2,1],
  ""evidence_relevance_mean"": 1.30,
  ""hallucination"": true,
  ""details"": ""The report misattributes evidence and overstates symptoms. It computationally shows high distress but evidence is largely irrelevant or fabricated; the K10 score appears inflated. Frequency of anxiety is high but examples are irrelevant or missing. Strengths include a broad overview and noting coping attempts. Issues: hallucinations, weak evidence relevance, and questionable symptom mapping.""
}"
LLM_a_nemotron,23,42,3.1,2.3,FALSE,Report aligns with journal content but evidence lines are mismatched for many items; frequencies moderate to high for anxiety/depression themes. Overall reliability is good.,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_131936.html,"{
  ""frequency_rubric_per_item"": [2,4,4,2,4,4,3,2,3,3],
  ""frequency_rubric_mean"": 2.90,
  ""evidence_relevance_per_item"": [1,4,4,1,4,4,2,1,1,1],
  ""evidence_relevance_mean"": 2.30,
  ""hallucination"": false,
  ""details"": ""Report aligns with journal content but evidence lines are mismatched for many items; frequencies moderate to high for anxiety/depression themes. Overall reliability is good.""
}"
LLM_a_nemotron,24,48,3.7,2.4,TRUE,"The report overestimates distress, misaligning item scores with evidence and labeling symptoms incorrectly. There is clear evidence of frequent anxiety and restlessness, but several items rely on irrelevant or mislabeled excerpts, undermining the report’s validity while maintaining a high total score.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132009.html,"{""frequency_rubric_per_item"":[4,5,4,3,3,3,4,3,4,4],""frequency_rubric_mean"":3.70,""evidence_relevance_per_item"":[4,5,2,2,2,2,2,2,2,1],""evidence_relevance_mean"":2.20,""hallucination"":true,""details"":""The report overestimates distress, misaligning item scores with evidence and labeling symptoms incorrectly. There is clear evidence of frequent anxiety and restlessness, but several items rely on irrelevant or mislabeled excerpts, undermining the report’s validity while maintaining a high total score.""}"
LLM_a_nemotron,25,39,3.2,2.9,FALSE,"Evidence quotes are mismatched for several items, and the symptom frequency scores are mixed. Most restlessness and nervous themes recur frequently, while hopelessness, depression, and worthlessness appear minimally.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132038.html,"{
  ""frequency_rubric_per_item"": [2,5,4,2,5,2,2,2,3,5],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [1,5,3,5,5,1,1,2,1,5],
  ""evidence_relevance_mean"": 2.90,
  ""hallucination"": false,
  ""details"": ""Evidence quotes are mismatched for several items, and the symptom frequency scores are mixed. Most restlessness and nervous themes recur frequently, while hopelessness, depression, and worthlessness appear minimally.""
}"
LLM_a_nemotron,26,38,2.6,1.4,TRUE,"The report overstates fatigue and assigns scores without evidence, raising concerns about consistency. The diary reveals moderate nervousness, occasional fatigue, and some depressive notes, but not a pervasive pattern. Strengths include reflective entries, grounding practices, and focus on gratitude.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132106.html,"{
  ""frequency_rubric_per_item"": [3,4,2,1,2,3,3,3,3,2],
  ""frequency_rubric_mean"": 2.60,
  ""evidence_relevance_per_item"": [1,4,2,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.30,
  ""hallucination"": true,
  ""details"": ""The report overstates fatigue and assigns scores without evidence, raising concerns about consistency. The diary reveals moderate nervousness, occasional fatigue, and some depressive notes, but not a pervasive pattern. Strengths include reflective entries, grounding practices, and focus on gratitude.""
}"
LLM_a_nemotron,27,29,3.3,2.6,FALSE,"The diary reveals frequent anxiety, hypervigilance, and occasional restlessness, with moderate frequency of fatigue and effortful experiences. Depressive and worthless themes appear sparsely, suggesting lower priority. Evidence aligned with symptoms shows some mismatches, reinforcing need to refine attribution. Overall, high distress appears driven by anxiety rather than persistent sadness.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132131.html,"{
  ""frequency_rubric_per_item"": [4,5,4,2,4,4,2,3,3,2],
  ""frequency_rubric_mean"": 3.30,
  ""evidence_relevance_per_item"": [3,4,5,2,2,3,1,4,1,1],
  ""evidence_relevance_mean"": 2.40,
  ""hallucination"": false,
  ""details"": ""The diary reveals frequent anxiety, hypervigilance, and occasional restlessness, with moderate frequency of fatigue and effortful experiences. Depressive and worthless themes appear sparsely, suggesting lower priority. Evidence aligned with symptoms shows some mismatches, reinforcing need to refine attribution. Overall, high distress appears driven by anxiety rather than persistent sadness.""
}"
LLM_a_nemotron,28,44,4.1,5,FALSE,"The report consistently maps daily diary themes to K10 items with strong evidence relevance, highlighting frequent anxiety, fatigue, and depression, while maintaining coherence with the source text.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132208.html,"{
  ""frequency_rubric_per_item"": [3,5,4,4,5,3,4,3,5,5],
  ""frequency_rubric_mean"": 4.10,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 5.00,
  ""hallucination"": false,
  ""details"": ""The report consistently maps daily diary themes to K10 items with strong evidence relevance, highlighting frequent anxiety, fatigue, and depression, while maintaining coherence with the source text.""
}"
LLM_a_nemotron,29,37,3,2.6,TRUE,"The report’s narrative extends beyond the diary, citing unmentioned sentiments and misaligns several evidential links, leading to a likely hallucination.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132245.html,"{
  ""frequency_rubric_per_item"": [3,4,2,2,4,3,3,2,3,4],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [3,3,2,2,3,3,2,2,3,3],
  ""evidence_relevance_mean"": 2.40,
  ""hallucination"": true,
  ""details"": ""The report’s narrative extends beyond the diary, citing unmentioned sentiments and misaligns several evidential links, leading to a likely hallucination.""
}"
LLM_a_nemotron,30,50,2.9,2.3,TRUE,"Summary exaggerates distress and misattributes evidence, with several items supported by weak or unrelated quotes. Restlessness and depression appear most frequently, whereas hopelessness and worthlessness are scarcely mentioned. Evidence relevance is low for half the items, indicating mismatched themes. Overall, the report overstates core K10 scores, failing to accurately reflect journal frequency.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132316.html,"{
  ""frequency_rubric_per_item"": [3,3,3,2,3,2,3,3,4,3],
  ""frequency_rubric_mean"": 2.90,
  ""evidence_relevance_per_item"": [1,4,3,1,3,1,2,3,4,1],
  ""evidence_relevance_mean"": 2.30,
  ""hallucination"": true,
  ""details"": ""Summary exaggerates distress and misattributes evidence, with several items supported by weak or unrelated quotes. Restlessness and depression appear most frequently, whereas hopelessness and worthlessness are scarcely mentioned. Evidence relevance is low for half the items, indicating mismatched themes. Overall, the report overstates core K10 scores, failing to accurately reflect journal frequency.""
}"
LLM_a_nemotron,31,34,2.9,1.4,FALSE,"The report notes strong fatigue, anxiety, and effortful feelings, yet provides evidence for only one item, limiting item‑level insight. It highlights coping rituals but lacks granular support for items 2–10, reducing interpretive confidence.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132349.html,"{""frequency_rubric_per_item"":[4,4,3,1,3,3,4,1,3,3],""frequency_rubric_mean"":3.0,""evidence_relevance_per_item"":[5,1,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.4,""hallucination"":false,""details"":""The report notes strong fatigue, anxiety, and effortful feelings, yet provides evidence for only one item, limiting item‑level insight. It highlights coping rituals but lacks granular support for items 2–10, reducing interpretive confidence.""}"
LLM_a_nemotron,32,47,3.4,2.3,TRUE,"The report overstates distress and misattributes evidence. Anxiety dominates, with high restlessness but moderate fatigue and hopelessness. Evidence relevance is low for many items, indicating poor alignment. Overall pattern shows intense yet inconsistent negative mood.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132430.html,"{""frequency_rubric_per_item"":[2,5,2,3,5,3,3,3,3,5],""frequency_rubric_mean"":3.50,""evidence_relevance_per_item"":[1,5,2,3,1,1,1,5,3,1],""evidence_relevance_mean"":2.20,""hallucination"":true,""details"":""The report overstates distress and misattributes evidence. Anxiety dominates, with high restlessness but moderate fatigue and hopelessness. Evidence relevance is low for many items, indicating poor alignment. Overall pattern shows intense yet inconsistent negative mood.""}"
LLM_a_nemotron,33,34,3.1,4.3,FALSE,"The analysis captures frequent anxiety and restless themes, but evidence for fatigue and sadness is sparse. Report’s relevance mostly aligns, though some evidence statements are vague.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_132509.html,"{
  ""frequency_rubric_per_item"": [2,4,3,3,4,3,3,2,3,4],
  ""frequency_rubric_mean"": 3.10,
  ""evidence_relevance_per_item"": [1,5,5,3,5,4,5,5,5,5],
  ""evidence_relevance_mean"": 4.30,
  ""hallucination"": false,
  ""details"": ""The analysis captures frequent anxiety and restless themes, but evidence for fatigue and sadness is sparse. Report’s relevance mostly aligns, though some evidence statements are vague.""
}"
